name,hash,x,y,z
musicas espiritas,43a58b9e,95.1664,139.6628,-5.2749
jalsat,e09c3a5d,9.3619,21.8078,1.9212
garage psych,d63abf9f,-133.2773,-28.4611,6.6009
gospel italiano,01796c1c,-122.8876,51.1868,-7.0495
throat singing,c7f176a6,-102.5492,127.2698,13.6329
rap pernambucano,3ad82a10,159.588,-11.4052,-7.2683
japanese worship,e9431ac0,-88.6822,83.5393,3.797
lancaster pa indie,48d3a638,-113.4248,63.0389,-14.1918
chinese jazz,f9c9cc9a,23.6708,102.1522,8.8251
memphis indie,ac5bf23a,-128.1203,21.3353,-1.8797
neo-kraut,4a530b01,-78.4217,-75.6127,-2.2983
musica aguascalentense,b015d759,108.5898,66.1157,-9.9114
rusyn folk,3e16649d,-32.304,86.706,12.7546
persian sad rap,2ee163ed,83.0822,-61.5997,12.3938
punta,9cd5199e,148.177,-81.5663,-4.9299
sungura,c0ca3b35,85.2599,34.4141,-21.2043
stateside dnb,aace0eea,140.7112,-213.2691,-1.6663
tucson indie,081a89c1,-65.7439,63.7563,15.3048
slovenian rock,c7ac7493,-58.4488,-14.7862,10.0073
punta rock,4d8ad692,133.4953,-80.9621,-3.182
stomp and whittle,8135a4fe,-64.7943,16.6152,-7.8027
deep deep house,470f4a6c,283.8461,-232.6035,4.1753
dronescape,3765c0f7,-298.752,180.9987,67.0051
glitch beats,cca5ac31,82.7964,-97.1519,6.3639
plugg en espanol,c3da079a,94.4359,-106.5687,15.6125
euskal indie,5faed8bc,-60.7638,-103.798,-0.4459
muzica copii,bf554a04,136.1534,27.8906,-2.9578
ambient black metal,e3e44441,-257.7891,74.5,72.9109
makina,1150c3c5,153.2052,-214.0736,13.7779
musica pitiusa,b4391c63,-58.9069,43.8128,3.5166
dub punk,c710d85b,35.0712,-92.4005,-7.6446
leipzig indie,26072bb5,34.3719,-88.9418,1.8
drill dominicano,7b78ea3a,209.2784,-25.3068,11.2465
indian percussion,3ae5aa7d,149.6158,104.0531,2.9315
festigal,95e2e12d,-28.5084,-81.8772,-19.8389
polish contemporary classical,c8c5eb18,-181.9715,259.9067,8.7978
german pagan metal,5d990f41,-236.5764,-109.3513,14.1834
pittsburgh metal,d77b5325,-190.5787,25.4396,-3.5976
contrabass,04e2f76d,-62.4763,252.2608,2.7104
norwegian space disco,fd9e71c3,178.1898,-191.3621,5.5904
ukrainian contemporary classical,a671ffd9,-91.8191,167.9123,-9.2823
kelowna bc indie,c6744cf1,-127.3519,-124.641,10.5857
folk black metal,a28e643d,-247.6575,-45.0052,-4.9131
bass trip,bf487508,119.9806,-76.9943,1.7769
hungarian techno,55332c48,256.3566,-229.1216,10.9789
moderne ludovky,73cab38c,24.9418,-50.9414,-0.2136
mongolian pop,d1eab989,72.2175,-103.7212,-8.4305
indie electronica,3c4aa7d9,55.0085,-85.0783,-5.933
malayalam worship,5e2462b8,20.8125,-34.199,19.4506
lagu sasak,a9856d76,37.0104,-44.2116,6.8463
banda guanajuatense,95a3cdb7,76.9586,49.6747,11.7326
english renaissance,9cd73b4d,-146.697,268.9147,-6.5575
light music,c3ead9bf,-151.5095,189.4937,15.8991
deep progressive house,1dcd68c2,218.0738,-245.9782,-12.4269
chicano punk,dd8d0fe0,-125.7387,-2.2927,5.7033
guitarra clasica,be24787d,152.5587,299.768,14.6666
halifax indie,b572ef80,-70.5171,-22.419,15.826
dancehall guyanaise,699240cc,167.6315,-29.6053,-6.0148
lancashire indie,49166fb3,-62.5826,-4.2909,-7.6637
columbus ohio indie,12f271c8,-75.9189,14.1893,-16.8237
oth indie,e03c852d,-71.9005,1.0122,-12.1766
cuento infantile,8a0a70a0,283.2931,157.3801,-17.3274
kenyan drill,e4a9e72c,236.835,-77.6263,9.6095
baptist gospel,238d5a7b,-172.4963,183.2862,7.7166
czech indie,d245ae12,-60.4266,-29.3222,3.8184
jazz puertorriqueno,21b9f6bc,151.7739,182.9079,2.05
singaporean electronic,e3656269,103.1392,-189.6779,9.8463
armenian folk,2795353c,-64.2546,102.5554,-14.0623
pashto pop,42408704,34.6565,101.1299,8.4945
canadian psychedelic rock,9306c565,-148.341,-9.3872,-1.4231
detske pesnicky,b359eb96,137.773,52.2579,-6.3881
german dnb,8eeca579,132.655,-205.743,27.1297
northern irish punk,85646cb9,-117.4208,-26.7243,9.2048
trad quebecois,d8530838,56.5111,61.6402,-11.6537
future ambient,5cde7880,118.476,-163.3688,-0.4494
spanish rockabilly,346a638c,-30.3769,-34.5027,4.3135
aarhus indie,7b63f921,-97.787,25.6773,11.3735
italian folk,764e2769,22.9733,90.1751,-9.6677
rap galego,1e1f9c90,74.2732,-64.8293,20.5418
swiss alternative rock,64a3f2db,-77.4973,-107.7362,15.0659
solipsynthm,91ab68a8,19.1566,-176.9305,-0.8028
brazilian techno,0869c114,248.1093,-246.9301,15.5641
fast melodic punk,a1e91462,-160.9853,-113.391,1.9995
libyan pop,266df66a,29.2241,-11.539,-3.3266
american romanticism,8f2ad3a1,-84.3736,249.8579,4.5261
northeast indian hip hop,f285838b,116.8192,-29.148,-11.5447
erotica,fa6d483c,40.1564,35.3919,-5.5688
atmospheric sludge,a96283f8,-213.8891,-4.9385,-17.1681
arabic instrumental,ad3ff707,-44.9254,103.1134,0.2596
swiss indie folk,bb52d19b,-55.3905,74.6645,-1.6613
brazilian dnb,649f2e69,175.2741,-222.6221,16.1567
acid trance,4a077e9e,134.8674,-214.6692,8.1367
rap metalcore,526bf14a,-72.4639,-119.9,16.0112
bossa nova jazz,4b1b4e48,77.9232,67.6439,1.5898
highlife,337a069b,158.24,81.7136,-7.2563
deep liquid,16ad6bd5,63.7084,-241.026,-7.114
psydub,a8586540,69.3937,-177.3721,0.2252
broken beat,66566d5a,150.9785,-159.8238,-9.2073
old school hard trance,e4e5187e,66.93,-184.871,-5.7853
power thrash,5afc6cc0,-168.4467,-87.9428,14.6886
corsican folk,6d793c35,-75.6519,148.7593,-19.0888
deep soul house,48e972e2,211.7049,-203.8074,14.3071
musikkorps,ea609fdb,49.2817,207.3286,-16.7355
romanian folk,b71e0b08,-8.4129,205.0972,19.3024
psalms,3f0fb5a4,-68.7749,148.5749,-10.3899
austin singer-songwriter,4f461b05,-9.992,78.252,4.0212
sega,9bc5f617,128.3418,-41.2066,-11.8365
magyar mulatos,d6b339e6,78.2635,-163.3695,9.1496
limerick indie,c0b2c766,-91.0548,-42.1475,11.7211
xhosa,248db518,55.4204,109.4714,3.4955
russian techno,819ae1f1,250.031,-229.7317,24.4218
zurich indie,fbc175df,-0.182,-91.488,-13.0557
minimal dnb,79b9a38d,118.515,-157.0198,1.5883
hungarian indie,aa88e738,-80.0721,-83.0374,-5.7043
indie psych-pop,f98cce59,-104.8187,26.1706,-5.3139
greek rock,ad307ca7,-124.9265,-112.9173,-22.2872
industrial techno,de3fe01e,135.3183,-226.7034,23.8113
mexican traditional,8dd85dff,108.7456,114.4741,-8.2249
vintage italian pop,094d187c,13.0184,253.8598,-23.6432
experimental synth,6d4f54dc,-137.1061,95.4608,13.9697
swiss singer-songwriter,8084522d,-7.9054,29.9035,5.0376
rasiya,1e3e2ea4,108.3272,-154.7109,10.2971
nitzhonot,2c210a21,84.1835,-276.2105,14.0347
gambian pop,a96023df,172.4591,-13.0999,0.7426
canadian experimental,a24a99e2,-197.0909,71.0784,11.8468
swiss reggae,d7ed1387,218.1974,-121.1469,-1.8067
deep brazilian pop,66350345,61.7547,115.7691,-17.4134
capoeira,79fccdf4,177.7496,119.7491,6.5159
metal gotico,37f2dc2d,-169.9033,-75.1271,-0.3678
finnish pop punk,15e77c22,-134.5103,-109.2606,-4.2597
deep liquid bass,656bc40f,155.2419,-196.0854,8.8359
kenyan alternative,bd625fb1,102.6044,39.9215,-7.5196
freakbeat,7b66a975,-56.9045,52.3923,-4.2438
spirituals,bc6ecb5d,20.7886,231.9991,-28.8347
drone ambient,6b3cbe7e,-328.4053,223.2729,0.1209
orquestas de galicia,f6dce878,100.1551,-69.7941,9.8025
irish punk,8e1611b0,-126.8376,-16.9599,0.158
mezmur,ea823b0d,2.6396,20.3709,5.6612
punk tuga,bf0e7b6b,-116.9031,-67.2657,20.8366
french post-punk,0ad09fb2,48.7231,-49.3058,-9.8756
experimental guitar,81e5bb93,-67.5386,168.1841,-0.5281
boogie-woogie,02e1c0f2,160.4239,176.949,-14.006
musica costarricense,897cb729,53.2261,64.8574,-20.653
german dark minimal techno,3d5ae1d9,170.1146,-246.5377,35.4067
singaporean hip hop,8a8e258a,127.8559,-57.6481,-3.6229
texas punk,12d709c2,-131.3812,-7.5789,-8.4121
forest psy,2e3ae2aa,140.2894,-271.3914,34.2129
serialism,baa4220a,-124.7827,281.435,0.4685
reiki,6776afa7,-297.5005,243.3078,-10.657
gamecore,2a6bbb1e,-7.1007,-139.0317,3.8026
erotik,a6b12af3,296.4197,124.1907,-10.0255
swedish techno,10437ecf,201.5915,-211.4535,11.1782
dirty texas rap,4cb09abf,174.5317,-115.9218,-7.9998
australian blues,cf606153,38.0533,71.8636,7.5181
blackened screamo,e7cff130,-214.0587,-1.7697,-17.5181
vintage cantonese pop,867091fa,-20.9996,84.0989,13.0421
french dnb,9f9e9ace,107.9244,-194.7572,13.73
indie singer-songwriter,57d56f9d,-17.4355,88.0828,17.5346
cosmic black metal,948b017b,-276.9034,5.7793,-10.92
nordic ambient,b3320991,-201.0107,102.1421,20.6983
musica potiguar,1629c038,77.7434,20.9048,-2.2224
russian dnb,f104f56a,128.3454,-198.1266,17.1312
popullore jugu,baaae9e8,36.5265,-53.6636,29.138
technical black metal,037ca9fe,-279.0047,55.3298,19.3043
bansuri,786cea78,-52.7483,227.5709,17.3801
soul flow,da5d5602,77.894,-31.5655,-18.6377
greek psychedelic rock,aa5ed18c,-126.3834,-3.8511,-9.4188
klapa,5b68c5be,-100.2026,105.9941,-16.0446
electronica chilena,e11651eb,146.7183,-160.5484,-4.8556
birdsong,dbf0fff0,-234.6766,139.8666,-19.3487
reggae mexicano,55d39d69,154.9736,-134.0393,11.76
puglia indie,bea7a140,-8.9924,-134.6641,21.3868
deep new wave,75b9ddd0,-17.8632,-155.7339,-10.1906
somali pop,4af8c6cd,171.7072,-118.5752,-8.732
brazilian tech house,5a1ae84d,305.6002,-245.7911,9.0491
australian experimental,5300d6bd,-176.1794,98.1313,11.0373
ukhc,840f5eaf,-181.095,-8.1761,-4.231
8-bit,026e996a,1.4508,-179.5727,-2.6445
pop boliviano,17e4dbac,104.3021,-77.6431,-8.7985
indorock,1c196ef6,10.0954,9.9001,5.0657
uk stoner rock,2491f42f,-192.225,38.2473,-19.0618
south african country,9e3597c6,-4.651,8.5285,5.169
canadian indigenous hip hop,774c38bd,159.7592,-122.604,-2.1777
indie folk italiano,ec57568a,0.9674,30.2618,2.3429
bible,383d407b,295.5686,180.9842,-6.2159
berlin minimal techno,52816f5a,249.7196,-253.1542,26.0071
minimal dubstep,f799ad2f,129.1087,-184.2255,5.6929
austro-german modernism,7db7a4f3,-120.4786,286.5389,0.9298
deep metalcore,05ebb9cd,-196.3464,-192.0158,21.4975
japanese experimental,ae60885b,17.784,57.3778,-4.8499
nz gangsta rap,2748db0f,182.9349,-106.4029,6.7475
persian trap,a5028294,119.8138,-74.5276,1.7807
irish classical,1cd33adf,-158.8904,281.4905,2.6544
italian ska,722765a9,-43.697,-144.8587,13.7614
mbira,b533af72,104.6368,41.567,-1.5819
japanese girl punk,732e0512,-113.5114,-75.6332,-3.1519
shamisen,fcf95c90,196.9646,90.5392,-12.1989
focus trance,a5629956,238.3696,-260.4605,3.8191
indie veneto,37b1820b,-64.2922,-104.8781,-1.153
south african r&b,78a06dfb,122.3531,15.9806,-16.8293
musica nortena chilena,529f91e2,64.5412,54.1676,-10.895
gypsy fusion,0a58eb46,67.0885,-70.0935,22.1423
kansas indie,5c880e21,-97.0157,-19.7397,1.8715
russian pop punk,61405e6f,-96.0075,-204.4731,14.3644
purple sound,215a08bb,79.8659,-158.3904,5.0387
dunedin sound,3532b51c,-114.6299,3.2455,-16.8968
japanese edm,d1669d01,-15.1193,-176.6803,1.9389
technical brutal death metal,c0a94cb5,-205.6118,-50.9283,-15.5873
outer hip hop,bac90a1d,149.2446,-35.0649,-6.8251
rap moldovenesc,6723ab86,159.7516,-98.8446,1.5288
japanese traditional,e68be58b,-142.0612,209.2797,41.2926
pinoy metal,65557fec,-139.9835,-13.5008,-14.5824
punjabi folk,57b14839,107.7466,138.2905,-7.1696
edinburgh indie,c1e838ea,-107.5826,-58.0251,3.2716
classic moroccan pop,5610f9d2,46.6806,51.3223,2.5031
laulaja-lauluntekija,61e5b168,-40.2846,45.6729,21.3174
uruguayan indie,c343eb76,-15.9335,-31.4788,8.3343
kids dance party,7221f83f,281.0291,-184.2296,58.116
erotic product,c8afa948,-206.9852,177.4239,-19.1932
surinamese pop,444b8074,128.0384,53.0539,-7.3867
post-punk mexicano,8ab569c3,-87.3942,-203.4151,-7.1195
drill tuga,10bd686d,190.1013,24.0283,-0.1428
belgian new wave,a410f7f5,18.0211,-136.6456,-29.5782
classic bulgarian pop,68ba7d91,-0.3691,-0.2911,-10.7526
joropo,99c309f1,113.1534,151.8697,-14.3155
arkansas indie,4d6df381,-56.5128,39.9392,4.1838
italian contemporary jazz,eae90b8a,-8.2987,244.8467,-18.6192
west virginia indie,d0490416,-118.054,6.9722,-17.9597
jazz venezolano,346db11f,77.6442,122.8244,-18.7697
mizo pop,247ffbb1,-14.7735,-38.82,-0.5752
southern china indie,162fbc4f,-56.8407,-52.8851,3.7291
language,e11523c5,178.7414,109.1629,-2.7116
destroy techno,f63c7bdf,172.3106,-203.4199,2.594
lezginka,6c46254b,28.5956,-153.4654,-22.383
oberkrainer,213fb8f8,84.1641,98.2936,6.9543
dancehall mauricien,ff4fc4a1,266.1083,-164.8412,18.1428
stl indie,0840ccd1,-69.4351,-1.7073,-12.8734
dutch blues,f9f27638,-47.996,46.7044,13.4725
lund indie,414e14a0,-122.6412,-12.1692,6.5747
pacific islands gospel,973bee69,0.0867,-51.9177,-2.6537
lagu sabahan,f46e9cc3,-19.6701,-105.9585,3.068
indie pop rock,cc79bff9,-62.0587,-116.7891,5.8483
musica occitana,6c22c1fd,36.3207,17.4708,13.1727
vlaamse rap,6e7c7160,196.4712,-2.27,-2.9963
turkish reggae,ffc226b7,102.3769,-129.8496,23.6081
contemporary folk,6cec5f25,43.0938,137.6992,-0.4752
spacesynth,33006f56,10.1298,-183.414,-3.1604
string folk,f6ce8821,-4.4929,207.7766,11.7071
powwow,423621e9,61.6137,36.0587,-6.7982
german melodeath,93204917,-228.2257,-112.0611,2.1422
minneapolis punk,158828ee,-163.8102,-20.5527,2.3556
wyoming indie,9817439c,-101.3143,-9.6236,5.3628
deep neofolk,782c40db,-98.5711,87.5695,-1.3947
detroit indie,b7b48d76,-44.2545,-59.4197,14.7068
country boogie,6f88ee7a,195.1368,177.5116,-21.3869
east anglia indie,a3c86b5e,-119.2077,-41.8707,17.6308
belgian jazz,f2ed145c,37.541,209.7628,-15.2829
milwaukee hip hop,a7d06f91,136.0761,-57.287,3.3296
romanian indie,c1fdde4d,-51.5588,-100.2415,22.4102
canadian post-punk,4fbe3ad7,-136.448,-96.0446,-0.8374
yoruba worship,7dce3df9,65.8926,25.3294,-4.0597
khmer hip hop,ebcdc49a,185.8038,-115.9359,-4.2652
dutch jazz,8b6a5d26,-13.7078,163.8952,-17.4946
finnish progressive metal,75e2eadb,-209.8614,-114.8534,-1.5513
malagasy pop,fd045bd4,74.3089,-34.6079,-4.8787
korean soundtrack,b757228b,-120.7908,96.1822,14.314
afro psych,5f01e9e6,111.0596,17.4438,-20.2977
vispop,c600ce83,1.5059,-40.5658,9.9545
madrigal,16716274,-227.504,285.3188,-1.6423
chill baile,6d84afb8,171.4097,-161.1414,3.2951
drumfunk,530d87e4,105.8556,-184.749,19.8065
spanish indie rock,9bd7d8d8,-152.7537,-85.3074,6.7405
experimental club,58a04d85,72.3119,-126.7769,28.0198
thrash core,f77763df,-188.4572,14.3988,-1.662
hardcore punk espanol,f60a0f37,-146.5188,13.0163,-5.7037
indie rock colombiano,4a7f4601,-89.2562,-109.4183,10.37
norrbotten indie,5056ac26,-106.2054,56.2479,-10.1634
zydeco,b9a25377,76.9798,13.4333,-5.6942
sierra leonean pop,392c53d9,178.9555,-72.2033,-0.722
christlicher rap,dd35f415,136.5197,-32.4826,-11.1368
southeast asian post-rock,275a50a8,-130.4509,-28.8732,8.4591
bisrock,154be140,-17.3566,17.885,1.1042
german street punk,ea8bbec1,-115.1777,-19.3373,9.0293
kyrgyz pop,9f3994c8,94.1426,-122.402,27.9307
russian shoegaze,0ce9be0e,-182.3401,-60.8188,-6.1314
cantaditas,a93b4d3b,86.8287,-217.1615,11.39
japanese idm,0934dc63,57.9515,-67.1065,-16.8688
brazilian experimental,7df84636,-9.9982,38.6296,-10.0667
little rock indie,8e3629da,-92.6831,-14.5219,-1.2625
traditional scottish folk,b6d7ce49,-44.3449,122.9117,-1.351
salay,168c8ee9,76.846,-31.7173,7.7083
malawian hip hop,f8598501,138.0967,38.9767,-4.9575
belgian electronic,e8f62c9c,129.3584,-168.0207,-4.2203
cologne electronic,fb358d5b,152.1351,-177.0301,-11.033
american choir,06a9eef0,-228.2211,272.0124,-18.8954
venda rap,8e36ceb5,149.658,-1.3336,-4.5093
gamelan,27b5159c,58.1868,86.2208,-9.3374
swedish psychedelic rock,37e196ae,-164.7915,37.1592,5.5329
tango cancion,27cb6a99,109.7024,281.3109,20.4424
british math rock,1af7a9db,-108.1989,19.7967,-10.677
musica mocambicana,b2dd8535,105.2911,7.5515,-21.1996
purulia pop,0ab99a74,1.3944,-132.2805,14.2916
progressive breaks,f6a30fce,155.5061,-233.3477,29.0627
argentine hardcore,ebe49491,-131.2838,14.3515,13.2485
guitarra argentina,6a428a61,189.9632,286.8606,41.0424
irish dance,e0ffc75b,58.7251,45.5613,-3.7863
punk colombiano,faafac8b,-110.1041,-96.111,-7.8889
new wave of osdm,6732cfb9,-248.5593,16.9708,7.5876
african electronic,7c13103c,164.8471,-138.5435,-10.5282
north dakota indie,e1df475e,-80.7246,99.5731,11.5187
minneapolis metal,1eed1cdd,-210.2874,-48.027,-13.4242
danish black metal,b555590f,-274.3072,34.2852,5.3894
dark psytrance,271b698e,64.1684,-267.085,5.3753
baltic post-punk,78d03ab5,-83.2238,-129.628,-1.7358
panamanian rock,bebb928f,-55.7558,-100.6784,21.6505
deep ambient,59b5e31c,-255.251,177.8224,22.2466
denver metal,97ab5a73,-203.8939,-52.6737,-22.4262
hengelliset laulut,0f6b6054,-210.5523,271.0069,-4.5543
trallpunk,56f5139f,-163.2001,-20.0566,3.9456
early music choir,a0219335,-282.68,273.7013,-19.5372
samba gospel,8d98d97d,37.2633,21.4391,7.7807
brazilian indie rock,da61d500,-109.7326,-12.2203,20.7678
dutch black metal,4bf9ece9,-290.7218,0.8231,-24.8881
chattanooga indie,6a5296ed,-26.0775,1.1125,4.8941
navajo,abff67dd,43.4586,218.0421,-0.1882
santali pop,433b345e,52.3553,-53.4883,10.5428
musique tahitienne,69698f8f,51.0728,-3.4131,15.5142
german blues,be07183f,53.5252,52.6427,-5.8986
mexican son,a2aa5670,104.2407,149.356,1.6024
nordic shoegaze,7efbb5ec,-189.9221,-86.5984,10.2741
afrobeat fusion,6ed3ef14,120.9506,14.4932,-4.7451
indonesian trap,d345d7f4,73.5688,-116.6069,29.0268
yoga,6b3bebb6,-251.5529,201.5266,29.5731
uk noise rock,f7b1a7ef,-186.4568,-4.0727,-10.9656
barbershop,685399c2,-81.2457,182.8115,-6.7812
finnish black metal,3c914ec6,-281.5073,-23.915,-34.8568
rap guarulhense,9e136294,100.0832,-74.0376,-3.9859
tunisian alternative,029c3c38,-66.8469,-64.2754,3.7838
psychedelic jazz fusion,042fb8ce,-54.2304,45.4984,2.1478
sefardi,d8fb1835,-52.672,168.6026,2.3112
irish drill,5b84af40,252.8126,-58.7236,-29.6373
italian mandolin,6aa3179b,-60.2282,126.7939,28.4614
classical harp,de9e8566,2.0826,262.7886,-57.987
galego,950d7a35,-18.3583,8.8229,-6.2215
pei indie,5cf32aff,-43.0347,38.6733,-2.7365
myanmar indie,22fa6152,-34.7005,-59.2224,1.6174
canadian psychedelic,ede8da9d,-38.8237,63.7581,15.247
australian techno,57260f3d,193.9321,-226.9708,17.3636
traditional rockabilly,97cb3e2b,67.8746,106.5818,-18.6545
german electronica,b76e8436,101.869,-132.1383,23.5036
ney,57ca6dec,-136.3926,198.2078,6.1022
house argentino,0128e342,289.2405,-242.7385,8.5221
lithuanian indie,934b7f4c,-20.5188,-31.7515,5.5713
deep southern trap,ab30fab6,162.0874,-150.477,14.7117
vlaamse cabaret,802f443e,129.0468,139.9087,-7.2503
ottawa indie,ddd10258,-95.5412,-25.6889,-3.258
russian nu metal,4fdd0913,-117.6186,-108.7459,2.8995
khandeshi pop,b8627210,31.1839,-82.9512,14.7067
musique acadienne,cd6bf977,-6.9556,9.9525,-0.2307
ragtime,65eb6179,189.8736,269.8345,28.3392
cabaret,8eb4dd4f,90.3996,304.1319,-0.3183
vintage chinese pop,4e6adfb4,-80.3429,111.8237,17.1884
nohay,e3a8cb7a,-62.1455,188.1614,7.424
rock tico,046ab6a7,-70.5548,-105.4795,6.9375
banda peruana,d380c510,86.1904,78.9433,-7.5934
marimba mexicana,d30529a6,207.4092,11.096,39.0219
american orchestra,d5f3e29a,-204.9464,233.3724,48.4574
abstract idm,b29e810c,-39.0555,-88.8675,4.4563
brazilian blues,a6b3dbf9,-3.3107,-2.8158,19.5545
russian pixel,a438950a,185.7253,-134.0752,-9.5799
ny roots,65bf7579,3.8425,20.6612,16.6292
sasscore,39c9a5ba,-177.8055,21.6407,3.4813
voidgrind,a402f6ea,-264.9533,49.5001,29.7195
assyrian pop,9c1388cd,19.5348,-67.4162,11.5737
malaysian tamil rap,ebbf5e49,154.9035,-68.1719,-8.7251
jazz violin,57e30bf1,47.4935,212.5149,3.2814
estonian rock,67e2b932,-114.0377,53.5312,-6.9557
greenlandic pop,c3858ec3,-19.2702,-90.3005,4.3897
japanese psychedelic rock,53c86b47,-181.2339,98.7065,2.1444
erhu,f20026d7,-181.7354,194.826,32.28
celtic harp,764cf9ae,23.0404,295.766,-24.1649
ruta destroy,b05636a3,147.4364,-200.8949,-2.7148
taiwan post-rock,9dc84504,-133.7902,-4.8748,-10.2607
belgian modern jazz,b982ff35,-5.0532,120.9098,6.8931
montana indie,a61dc2e7,-3.7714,36.7639,5.5257
euroska,0792101f,62.4906,-121.6637,14.3262
neo-psicodelia brasileira,c3d525ff,-116.8388,49.3087,5.1204
western saharan folk,886954fa,56.1404,90.94,-0.9351
pahadi pop,88d1a146,1.1008,-115.6529,6.5587
musica calabrese,05a794fd,39.5474,0.9043,7.7862
deep melodic hard rock,e481f12f,-159.0782,-87.5031,10.2232
luxembourgian indie,5decefad,-69.0273,-73.7797,-2.7176
south african electronic,fa803b29,135.5783,-163.8609,-6.5223
finnish jazz,2a3f2172,3.1914,118.4543,5.5261
synthwave brasileiro,f852afed,-49.9215,-136.0845,13.4054
turkish post-punk,03d85e4f,-73.3697,-62.1171,4.5463
vaudeville,9fe548a1,84.549,292.1693,12.2966
portuguese metal,b95c1d75,-195.0702,-92.0645,-8.1534
boogie,f4ede034,188.4115,-153.6548,-19.8116
trap cristiano,4c9ebd56,150.2,-51.5626,18.227
guidance,30292007,288.6074,141.5624,-19.6688
barnalog,915c3cf7,133.5582,116.4479,27.3934
australian comedy,c83e502b,125.729,147.7053,-15.284
slovak folk,22123b01,-3.5549,132.5264,-10.5858
dutch musical,72ec94e1,-51.3117,107.6337,-6.1168
piano house,d12a0153,182.0082,-222.7908,13.9948
deep german punk,cbfe3029,-123.8272,-88.6823,9.1864
psychedelic blues-rock,0baeed71,-78.4967,73.0695,-11.6755
gospel amapiano,3cebc6bc,55.58,-170.2445,6.182
new wave of speed metal,4b0d0a57,-220.5132,-53.4484,-13.0665
deep east coast hip hop,34b25f18,171.2218,-70.9914,13.2111
manitoba country,dc9f911c,-44.2659,-50.2897,9.1778
hip hop reunionnais,3e513611,196.6672,-69.1773,-3.6505
friese muziek,85db9da5,15.8343,31.7696,-0.1352
caracas indie,c2aa9b94,-27.0774,-100.0971,26.0636
essex indie,cb570396,-71.4452,-64.7548,2.2372
tzadik,da037ccb,-86.8402,203.9407,-4.8354
galician folk,617b15b0,-120.4419,82.4819,-18.2325
klezmer,8c73f512,17.4288,167.1558,-11.2209
musica mapuche,10891f92,44.8261,51.9212,-5.448
jazz guitar trio,47bdf33f,137.7271,200.8348,7.4969
german death metal,e2cff49f,-216.9198,-78.1329,-7.0876
traditional reggae,ae841d6e,197.6644,-106.3367,7.4695
string band,6f8d6614,63.1594,114.2407,-18.4331
ambient dub techno,af5b543d,129.1532,-149.5762,14.5499
wisconsin indie,27961035,-105.3291,36.4041,15.8231
swedish post-hardcore,0785208d,-189.8649,-87.9403,9.356
thai instrumental,4a34d774,-12.2882,154.1621,-11.3712
adelaide indie,491ea784,-122.0518,-62.6126,10.3719
